1CLOUDSTRIFE
1Fire
3kY
Akitsuki
Ansa
BB-chan
Beatrice-Sama
BlaqPanda
Blue-Eagle
bunnychii
CaptainIgnis
Chainsawkiller
Chellle
Chichi-Chan
Dark-Vampire
Dark_RavenXX
death1001
DeathGate
DeathkaiserG
Deathnight6
deathprince13
deathreaper123
Deathstars
Deaths_Jester
DeathyxoxEmbrace
Demonjosh
EricwithaD-san
eternaldeath
evilstranger
ExperiM3NTAL
fia_iris
genxtrigun
ghostbuster1
gravitationgirl
Hollow_Mina
isha_isha
kahoko23hino
KillthisAccount
King-Aizen
kingdomhearts
kiradead
kirzel034
kittycopper
krabas
lloyd-noril
master_otaku
nekogirl95
NoSurrender
oOboredtodeathOo
Oyakatasama4ever
Phantom-Fai-san
redgurl719
RedHinata
red_vengeance
Reikacchi
Ren___
ro
Royern
Rukiachan
Rukia_23
SakuraxItachi
sasuke_demon
Sayumi-chan
SilentDeath
sixteenth_death
Superdee
TakuTaku
takuya1
The_11th_Doctor
Transfixer
trinitytiger
UltimaSasuke
Unsightly
User-Name
VampireMokaSan
wolf_princess123
xxVampireAngelxx
Youkai-no-Hebi
yukai666
Yukisan
Zaku-ofthe-Sound
Zatoichi
_meow_
