-FallingAngels-
-Grell_Sutcliff-
-left---
-lilth-
-MagentaDusk-
-OscAr-
-Rosemary-
5max9
6SasukeUchiha9
ACE72
Addison
AGirl2Love
Akira_Renji
Alextrazsa
anime-luv336
animegirlseb
Aramaki
Baby_Doll
bananasdaughter
baxter09
Beowulf-
BerserkerSclas
blackdeath89
blacksama
BlaqPanda
BlazingDevil
boonieboo
Breathinq
broly294
CalicoVall
Captain41c
cartoonist
Cheetah_lover
Chellle
chibisasuke03
Chris-San
cline125
Cold_heart18
cowmanpart2
Crystal_Death
cutieangel
D-V
darkwolfangel
Daxy_Desko
DD213
DeadRitsu
Deemen
DestinyAngel
Devmastuh
Divinegate91
Dragon360
dragonlord0593
dragons1820
Eruke-chan
eureka_renton
fia_iris
Foashroom
Foas_lil_sis
g-man01
gmgkng
hazim1
HazukiSama
hellwolf
Hika-kun
Hinarutofan
hitsuki_kun
HunniBunni
Iahim1
iHalo
ilovtwilight
Imagineer
IspamI
jesseKyo
JinxedFox
Kallenlover3970
KallensLife
kalt
katedadevil
King-Aizen
KingDragon8
kirzel034
kitty_ninja
kiyomigirl
KnownOfDreams
Komika
Kotori-Hatake
Kuro_Usagi
Kyoshiro-
Kyozusu
LacusClyne_Sama
LadyTalion
Lady_Death_Cat
LaMmInGFoRcE
LatinaGangsta32
leeismyking3
Legacy9691
Lenz222
Liljirachifan
little_Yuffie
lolilover
Lost-and-Scared
luffy3rdGear
Maalu
manganinjapickle
mazzakin
MeHime
mfh
MidnightBlackCat
Miguel_Belacqua
Miharu101
Moka-Akashiya
motoko123
mrm_anime01
mut102
Narutard
narutoluver
NarutoxXSasuke
neko-love
Neko_Rap
Ninja-Nomiki
Ninjakid
OverjoyedTuna
PainxSasuke
pluto-kun
prachofqa
pupsia
Purple-Jacket
Ramzeke
Reiri-san
RhythmxBeat
Rinjii
romashka103
rose_of_life
rose_reiki
rukia78
Sailor_Tutu
sana-nanaka
sasuke-_-
sasuke0395
sasuke22
SASUKEUC14
Sasuke_1993
Sayomi
Sayuki74
Shancakeschan
Shevarash
Shizuki3788
Shonen-trash
Shota-Lover
shuhaku
skater_gurl17
Skiritai_95
Spooky13
Starry_Eyed
stryker15
Supaafly
Super0dog
supergalsadic
sweetangry
TakuTaku
tamara95
tarzantom22
Tatiana902
tatsoya
Tea121
temari-san
TemariSama
The-Fallen-Ones
toohotttotouch
truonant
tsubanis
uchihasasuke1995
Uchiha_Lord
ulgaming
WhiteYue
wolf-girl136
WolfDaddy
xaldin
xDreamerx
xLostOnex
xnekomatax
xvampirekissesx
XxEmOlUvEr17xX
XxshedevilxX
XxVampireGirxlX
Xx_Amaterasu_xX
x_Brandon_x
x_DinosaurAnna_x
yuna_ashe89
ZAM19XX
zandrei
Zephiroth-Strife
_deathDOLL_
