Alicocin|30123|Akagami no Shirayuki-hime|0|0|1|None
Alicocin|30205|Aoharu x Kikanjuu|0|0|1|None
Alicocin|27663|Baby Steps 2nd Season|0|0|1|None
Alicocin|30782|Bikini Warriors|0|0|1|None
Alicocin|30091|Chaos Dragon: Sekiryuu Seneki|0|0|1|None
Alicocin|28999|Charlotte|0|0|1|None
Alicocin|30383|Classroom☆Crisis|0|0|1|None
Alicocin|30694|Dragon Ball Super|0|0|1|None
Alicocin|22043|Fairy Tail (2014)|0|0|1|None
Alicocin|28907|Gate: Jieitai Kanochi nite, Kaku Tatakaeri|0|0|1|None
Alicocin|29785|Jitsu wa Watashi wa|0|0|1|None
Alicocin|25283|Kuusen Madoushi Kouhosei no Kyoukan|0|0|1|None
Alicocin|30307|Monster Musume no Iru Nichijou|0|0|1|None
Alicocin|30503|Noragami Aragoto|0|0|1|None
Alicocin|28819|Okusama ga Seitokaichou!|0|0|1|None
Alicocin|29803|Overlord|0|0|1|None
Alicocin|28497|Rokka no Yuusha|0|0|1|None
Alicocin|29786|Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai|0|0|1|None
Alicocin|28171|Shokugeki no Souma|0|0|1|None
Alicocin|30437|Wakako-zake|0|0|1|None
Alicocin|25397|Absolute Duo|0|0|2|None
Alicocin|11759|Accel World|0|0|2|None
Alicocin|25013|Akatsuki no Yona|0|0|2|None
Alicocin|21185|Baby Steps|0|0|2|None
Alicocin|20787|Black Bullet|0|0|2|None
Alicocin|22433|Break Blade|0|0|2|None
Alicocin|10578|C³|0|0|2|None
Alicocin|25731|Cross Ange: Tenshi to Ryuu no Rondo|0|0|2|None
Alicocin|12549|Dakara Boku wa, H ga Dekinai.|0|0|2|None
Alicocin|15583|Date A Live|0|0|2|None
Alicocin|19163|Date A Live II|0|0|2|None
Alicocin|16385|Dog Days''|0|0|2|None
Alicocin|28121|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka|0|0|2|None
Alicocin|6922|Fate/stay night Movie: Unlimited Blade Works|0|0|2|None
Alicocin|9367|Freezing|0|0|2|None
Alicocin|10172|Freezing Specials|0|0|2|None
Alicocin|18001|Freezing Vibration|0|0|2|None
Alicocin|21373|Freezing Vibration Specials|0|0|2|None
Alicocin|29093|Grisaia no Meikyuu: Caprice no Mayu 0|0|0|2|None
Alicocin|29095|Grisaia no Rakuen|0|0|2|None
Alicocin|29975|Gunslinger Stratos|0|0|2|None
Alicocin|29755|Haikyuu!! Movie 1: Owari to Hajimari|0|0|2|None
Alicocin|24703|High School DxD BorN|0|0|2|None
Alicocin|25429|Isuca|0|0|2|None
Alicocin|18679|Kill la Kill|0|0|2|None
Alicocin|22535|Kiseijuu: Sei no Kakuritsu|0|0|2|None
Alicocin|5042|Kiss x Sis|0|0|2|None
Alicocin|28817|Mikagura Gakuen Kumikyoku (TV)|0|0|2|None
Alicocin|10620|Mirai Nikki|0|0|2|None
Alicocin|23755|Nanatsu no Taizai|0|0|2|None
Alicocin|18897|Nisekoi|0|0|2|None
Alicocin|26243|Owari no Seraph|0|0|2|None
Alicocin|27775|Plastic Memories|0|0|2|None
Alicocin|17777|Saikin, Imouto no Yousu ga Chotto Okashiinda ga.|0|0|2|None
Alicocin|22663|Seiken Tsukai no World Break|0|0|2|None
Alicocin|23273|Shigatsu wa Kimi no Uso|0|0|2|None
Alicocin|23233|Shinmai Maou no Testament|0|0|2|None
Alicocin|24893|Sidonia no Kishi: Daikyuu Wakusei Seneki|0|0|2|None
Alicocin|23319|Suisei no Gargantia: Meguru Kouro, Haruka|0|0|2|None
Alicocin|8861|Yosuga no Sora: In Solitude, Where We Are Least Alone.|0|0|2|None
