6D9|48|.hack//Sign|7|26|2|Low
6D9|3914|1001 Nights|7|1|2|Low
6D9|7113|30th Gundam Perfect Mission|0|1|2|Low
6D9|9776|A-Channel|5|12|2|Low
6D9|11339|A-Channel+smile|5|2|2|Low
6D9|25397|Absolute Duo|5|12|2|Low
6D9|11759|Accel World|7|24|2|Low
6D9|13939|Accel World EX|7|2|2|Low
6D9|1292|Afro Samurai|9|5|2|Low
6D9|22199|Akame ga Kill!|7|24|2|Low
6D9|25241|Akame ga Kill! Theater|7|24|2|Low
6D9|25013|Akatsuki no Yona|7|24|2|Low
6D9|30370|Akatsuki no Yona OVA|7|3|2|Low
6D9|47|Akira|9|1|2|Low
6D9|19429|Akuma no Riddle|6|12|2|Low
6D9|24751|Akuma no Riddle: Shousha wa Dare? Nukiuchi Test|6|1|2|Low
6D9|22729|Aldnoah.Zero|7|12|2|Low
6D9|27655|Aldnoah.Zero 2nd Season|7|12|2|Low
6D9|22147|Amagi Brilliant Park|9|13|2|Low
6D9|30206|Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!|9|1|2|Low
6D9|15085|Amnesia|5|12|2|Low
6D9|20655|Amnesia OVA|5|1|2|Low
6D9|6547|Angel Beats!|8|13|2|Low
6D9|9062|Angel Beats! Specials|8|2|2|Low
6D9|10067|Angel Beats!: Another Epilogue|8|1|2|Low
6D9|9989|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.|9|11|2|Low
6D9|15039|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie|9|1|2|Low
6D9|11111|Another|8|12|2|Low
6D9|11701|Another: The Other - Inga|8|1|2|Low
6D9|9919|Ao no Exorcist|7|25|2|Low
6D9|11737|Ao no Exorcist Movie|7|1|2|Low
6D9|7193|Aoi Bungaku Series|7|12|2|Low
6D9|18893|Aoki Hagane no Arpeggio: Ars Nova|5|12|2|Low
6D9|12967|Arcana Famiglia|5|12|2|Low
6D9|6166|Asobi ni Iku yo!|5|12|2|Low
6D9|9618|Asobi ni Iku yo!: Asobi ni Oide|5|1|2|Low
6D9|5081|Bakemonogatari|10|15|2|Low
6D9|22789|Barakamon|9|12|2|Low
6D9|25045|Barakamon: Mijikamon|9|13|2|Low
6D9|20787|Black Bullet|5|13|2|Low
6D9|7059|Black★Rock Shooter (OVA)|7|1|2|Low
6D9|11285|Black★Rock Shooter (TV)|7|8|2|Low
6D9|22547|Blade & Soul|5|13|2|Low
