aikyu|18671|Chuunibyou demo Koi ga Shitai! Ren|0|0|1|None
aikyu|15583|Date A Live|0|12|1|None
aikyu|19367|Galilei Donna|0|1|1|None
aikyu|19319|Gundam Build Fighters|0|11|1|None
aikyu|16732|Kiniro Mosaic|0|12|1|None
aikyu|11887|Kokoro Connect|0|5|1|None
aikyu|18153|Kyoukai no Kanata|0|1|1|None
aikyu|17265|Log Horizon|0|9|1|None
aikyu|19769|Mahou Sensou|0|0|1|None
aikyu|10110|Mayo Chiki!|0|7|1|None
aikyu|17549|Non Non Biyori|0|3|1|None
aikyu|18095|Nourin|0|2|1|None
aikyu|19221|Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru|0|10|1|None
aikyu|19369|Outbreak Company|0|11|1|None
aikyu|11179|Papa no Iukoto wo Kikinasai!|0|1|1|None
aikyu|9981|Phi Brain: Kami no Puzzle|0|25|1|None
aikyu|12753|Phi Brain: Kami no Puzzle - Orpheus Order-hen|0|0|1|None
aikyu|17777|Saikin, Imouto no Yousu ga Chotto Okashiinda ga.|0|4|1|None
aikyu|20973|Sekai Seifuku: Bouryaku no Zvezda|0|2|1|None
aikyu|18119|Servant x Service|0|5|1|None
aikyu|18277|Strike the Blood|0|1|1|None
aikyu|16099|Sword Art Online: Sword Art Offline|0|0|1|None
aikyu|16049|Toaru Kagaku no Railgun S|0|24|1|None
aikyu|21085|Witch Craft Works|0|12|1|None
aikyu|18677|Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.|0|12|1|None
aikyu|20545|Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA|0|1|1|None
aikyu|20533|Z/X: Ignition|0|11|1|None
aikyu|14749|Ore no Kanojo to Osananajimi ga Shuraba Sugiru|8|13|2|None
aikyu|11757|Sword Art Online|0|0|2|None
aikyu|20021|Sword Art Online: Extra Edition|0|0|2|None
aikyu|19163|Date A Live II|0|0|6|None
aikyu|17641|Date A Live: Date to Date|0|0|6|None
aikyu|17875|Papa no Iukoto wo Kikinasai! OVA|0|0|6|None
aikyu|12673|Papa no Iukoto wo Kikinasai!: Pokkapoka|0|0|6|None
aikyu|21879|Sword Art Online: Sword Art Offline - Extra Edition|0|0|6|None
aikyu|22117|Witch Craft Works: Takamiya-kun to Imouto no Warudakumi|0|0|6|None
