akaito75|10030|Bakuman. 2nd Season|0|13|1|None
akaito75|10521|Working'!!|0|13|1|None
akaito75|48|.hack//Sign|9|26|2|None
akaito75|298|.hack//Tasogare no Udewa Densetsu|8|12|2|None
akaito75|6547|Angel Beats!|9|13|2|None
akaito75|4657|Arad Senki: Slap Up Party|7|26|2|None
akaito75|9736|Astarotte no Omocha!|8|12|2|None
akaito75|6347|Baka to Test to Shoukanjuu|10|13|2|None
akaito75|8516|Baka to Test to Shoukanjuu Ni!|8|13|2|None
akaito75|9471|Baka to Test to Shoukanjuu: Matsuri|7|2|2|None
akaito75|7674|Bakuman.|8|25|2|None
akaito75|12079|Black★Rock Shooter|9|1|2|None
akaito75|1689|Byousoku 5 Centimeter|8|3|2|None
akaito75|2167|Clannad|8|23|2|None
akaito75|1723|Clannad Movie|10|1|2|None
akaito75|4181|Clannad: After Story|10|24|2|None
akaito75|6351|Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen|8|1|2|None
akaito75|4059|Clannad: Mou Hitotsu no Sekai, Tomoyo-hen|9|1|2|None
akaito75|289|Comic Party|7|13|2|None
akaito75|706|Comic Party Revolution|8|13|2|None
akaito75|226|Elfen Lied|9|13|2|None
akaito75|376|Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer|7|1|2|None
akaito75|15|Eyeshield 21|10|145|2|None
akaito75|2926|Myself; Yourself|10|13|2|None
akaito75|8795|Panty & Stocking with Garterbelt|8|13|2|None
akaito75|154|Shaman King|8|64|2|None
akaito75|2923|Shugo Chara!|9|51|2|None
akaito75|7082|Shugo Chara! Party!|6|25|2|None
akaito75|5262|Shugo Chara!! Doki|8|51|2|None
akaito75|7768|Tantei Opera Milky Holmes|7|12|2|None
akaito75|6956|Working!!|10|13|2|None
akaito75|10495|Yuru Yuri|9|12|2|None
akaito75|9618|Asobi ni Iku yo!: Asobi ni Oide|0|0|6|None
akaito75|7870|Baka to Test to Shoukanjuu Specials|0|0|6|None
