80081E5|33046|B-Project: Kodou*Ambitious|0|0|1|Low
80081E5|34566|Boruto: Naruto Next Generations|0|0|1|Low
80081E5|27833|Durarara!!x2 Ketsu|0|0|1|Low
80081E5|32696|Fukigen na Mononokean|0|0|1|Low
80081E5|31414|Nijiiro Days|0|0|1|Low
80081E5|31452|Norn9: Norn+Nonet|0|0|1|Low
80081E5|25777|Shingeki no Kyojin Season 2|0|0|1|Low
80081E5|33433|Shuumatsu no Izetta|0|0|1|Low
80081E5|31178|Uta no☆Prince-sama♪ Maji Love Legend Star|0|0|1|Low
80081E5|33094|WWW.Working!!|0|0|1|Low
80081E5|32995|Yuri!!! on Ice|0|0|1|Low
80081E5|6682|11eyes|7|12|2|Low
80081E5|49|Aa! Megami-sama!|8|5|2|Low
80081E5|12291|Acchi Kocchi (TV)|8|12|2|Low
80081E5|30123|Akagami no Shirayuki-hime|8|12|2|Low
80081E5|25013|Akatsuki no Yona|9|24|2|Low
80081E5|22147|Amagi Brilliant Park|8|13|2|Low
80081E5|15085|Amnesia|6|12|2|Low
80081E5|6547|Angel Beats!|6|13|2|Low
80081E5|9989|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.|7|11|2|Low
80081E5|11111|Another|9|12|2|Low
80081E5|24833|Ansatsu Kyoushitsu|8|22|2|Low
80081E5|30654|Ansatsu Kyoushitsu 2nd Season|8|25|2|Low
80081E5|21995|Ao Haru Ride|8|12|2|Low
80081E5|30205|Aoharu x Kikanjuu|8|12|2|Low
80081E5|7647|Arakawa Under the Bridge|9|13|2|Low
80081E5|9074|Arakawa Under the Bridge x Bridge|8|13|2|Low
80081E5|12967|Arcana Famiglia|6|12|2|Low
80081E5|9736|Astarotte no Omocha!|7|12|2|Low
80081E5|4999|Asu no Yoichi!|5|12|2|Low
80081E5|7817|B-gata H-kei|8|12|2|Low
80081E5|2251|Baccano!|10|13|2|Low
80081E5|3901|Baccano! Specials|10|3|2|Low
80081E5|5081|Bakemonogatari|9|15|2|Low
80081E5|2986|Bamboo Blade|7|26|2|Low
80081E5|22789|Barakamon|9|12|2|Low
80081E5|13535|Binbougami ga!|9|13|2|Low
80081E5|530|Bishoujo Senshi Sailor Moon|6|46|2|Low
80081E5|997|Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito|7|1|2|Low
80081E5|68|Black Cat|8|23|2|Low
80081E5|32086|Blame! Movie|3|1|2|Low
80081E5|11633|Blood Lad|8|10|2|Low
80081E5|150|Blood+|8|50|2|Low
80081E5|10490|Blood-C|7|12|2|Low
80081E5|31043|Boku dake ga Inai Machi|8|12|2|Low
80081E5|31964|Boku no Hero Academia|8|13|2|Low
80081E5|33486|Boku no Hero Academia 2nd Season|8|25|2|Low
80081E5|1639|Boku no Pico|10|1|2|Low
80081E5|10719|Boku wa Tomodachi ga Sukunai|8|12|2|Low
80081E5|21405|Bokura wa Minna Kawai-sou|9|12|2|Low
80081E5|25839|Bonjour♪Koiaji Pâtisserie|8|24|2|Low
80081E5|28755|Boruto: Naruto the Movie|8|1|2|Low
80081E5|32365|Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi|8|1|2|Low
80081E5|11241|Brave 10|8|12|2|Low
80081E5|15605|Brothers Conflict|7|12|2|Low
80081E5|25437|Brothers Conflict OVA|7|2|2|Low
80081E5|22745|Brothers Conflict Special|7|1|2|Low
80081E5|14345|Btooom!|8|12|2|Low
80081E5|31478|Bungou Stray Dogs|8|12|2|Low
80081E5|32867|Bungou Stray Dogs 2nd Season|8|12|2|Low
80081E5|232|Cardcaptor Sakura|7|70|2|Low
80081E5|10578|C³|6|12|2|Low
80081E5|28999|Charlotte|8|13|2|Low
80081E5|4975|ChäoS;HEAd|5|12|2|Low
80081E5|10800|Chihayafuru|7|25|2|Low
80081E5|59|Chobits|6|26|2|Low
80081E5|16157|Choujigen Game Neptune The Animation|6|12|2|Low
80081E5|2167|Clannad|8|23|2|Low
80081E5|4181|Clannad: After Story|9|24|2|Low
80081E5|1818|Claymore|9|26|2|Low
80081E5|1575|Code Geass: Hangyaku no Lelouch|8|25|2|Low
80081E5|2904|Code Geass: Hangyaku no Lelouch R2|8|25|2|Low
80081E5|11703|Code:Breaker|7|13|2|Low
80081E5|9479|Coppelion|8|13|2|Low
80081E5|13807|Corpse Party: Missing Footage|7|1|2|Low
80081E5|15037|Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou|7|4|2|Low
80081E5|25731|Cross Ange: Tenshi to Ryuu no Rondo|9|25|2|Low
80081E5|15109|Cuticle Tantei Inaba|8|12|2|Low
80081E5|20031|D-Frag!|8|12|2|Low
80081E5|61|D.N.Angel|8|26|2|Low
80081E5|12549|Dakara Boku wa, H ga Dekinai.|6|12|2|Low
80081E5|29976|Dance with Devils|7|12|2|Low
80081E5|32189|Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen|7|12|2|Low
80081E5|33028|Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen|7|11|2|Low
80081E5|16592|Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation|8|13|2|Low
80081E5|26349|Danna ga Nani wo Itteiru ka Wakaranai Ken|8|13|2|Low
80081E5|11843|Danshi Koukousei no Nichijou|8|12|2|Low
80081E5|8915|Dantalian no Shoka|6|12|2|Low
80081E5|2025|Darker than Black: Kuro no Keiyakusha|8|25|2|Low
80081E5|7338|Darker than Black: Kuro no Keiyakusha Gaiden|8|4|2|Low
80081E5|6573|Darker than Black: Ryuusei no Gemini|8|12|2|Low
