16-02-033|431|Howl no Ugoku Shiro|0|1|2|Low
16-02-033|136|Hunter x Hunter|0|62|2|Low
16-02-033|11061|Hunter x Hunter (2011)|0|148|2|Low
16-02-033|138|Hunter x Hunter: Greed Island|0|8|2|Low
16-02-033|137|Hunter x Hunter: Yorkshin City Kanketsu-hen|0|8|2|Low
16-02-033|24781|Imawa no Kuni no Alice (OVA)|0|3|2|Low
16-02-033|731|Interstella5555: The 5tory of The 5ecret 5tar 5ystem|0|1|2|Low
16-02-033|12413|Jormungand|0|12|2|Low
16-02-033|13331|Jormungand: Perfect Order|0|12|2|Low
16-02-033|253|Jungle wa Itsumo Hare nochi Guu|0|26|2|Low
16-02-033|254|Jungle wa Itsumo Hare nochi Guu Deluxe|0|6|2|Low
16-02-033|14467|K|0|13|2|Low
16-02-033|5680|K-On!|0|13|2|Low
16-02-033|7791|K-On!!|0|26|2|Low
16-02-033|7054|Kaichou wa Maid-sama!|0|26|2|Low
16-02-033|427|Kaleido Star|0|51|2|Low
16-02-033|8525|Kami nomi zo Shiru Sekai|0|12|2|Low
16-02-033|16706|Kami nomi zo Shiru Sekai: Megami-hen|0|12|2|Low
16-02-033|14713|Kamisama Hajimemashita|0|13|2|Low
16-02-033|1604|Katekyo Hitman Reborn!|0|203|2|Low
16-02-033|24439|Kekkai Sensen|0|12|2|Low
16-02-033|5420|Kemono no Souja Erin|0|50|2|Low
16-02-033|6045|Kimi ni Todoke|0|25|2|Low
16-02-033|22535|Kiseijuu: Sei no Kakuritsu|0|24|2|Low
16-02-033|5678|Kobato.|0|24|2|Low
16-02-033|1486|Kodomo no Omocha (TV)|0|102|2|Low
16-02-033|634|Koi Kaze|0|13|2|Low
16-02-033|11887|Kokoro Connect|0|13|2|Low
16-02-033|16001|Kokoro Connect: Michi Random|0|4|2|Low
16-02-033|30831|Kono Subarashii Sekai ni Shukufuku wo!|0|10|2|Low
16-02-033|8841|Kore wa Zombie Desu ka?|0|12|2|Low
16-02-033|10790|Kore wa Zombie Desu ka? of the Dead|0|10|2|Low
16-02-033|15379|Kotoura-san|0|12|2|Low
16-02-033|8129|Kuragehime|0|11|2|Low
16-02-033|416|Kurenai no Buta|0|1|2|Low
16-02-033|28423|Kyoukai no Rinne|0|25|2|Low
16-02-033|15359|Kyousou Giga (2012)|0|5|2|Low
16-02-033|19703|Kyousou Giga (TV)|0|10|2|Low
16-02-033|20723|Kyousou Giga (TV) Recaps|0|2|2|Low
16-02-033|15051|Love Live! School Idol Project|0|13|2|Low
16-02-033|2034|Lovely★Complex|0|24|2|Low
16-02-033|1887|Lucky☆Star|0|24|2|Low
16-02-033|4472|Lucky☆Star: Original na Visual to Animation|0|1|2|Low
16-02-033|20785|Mahouka Koukou no Rettousei|0|26|2|Low
16-02-033|10721|Mawaru Penguindrum|0|24|2|Low
16-02-033|21603|Mekakucity Actors|0|12|2|Low
16-02-033|30913|Mekakucity Days|0|26|2|Low
16-02-033|20541|Mikakunin de Shinkoukei|0|12|2|Low
16-02-033|14511|Minami-ke Tadaima|0|13|2|Low
16-02-033|10620|Mirai Nikki|0|26|2|Low
16-02-033|15315|Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?|0|10|2|Low
16-02-033|164|Mononoke Hime|0|1|2|Low
16-02-033|20|Naruto|0|220|2|Low
16-02-033|4081|Natsume Yuujinchou|0|13|2|Low
16-02-033|10379|Natsume Yuujinchou San|0|13|2|Low
16-02-033|11665|Natsume Yuujinchou Shi|0|13|2|Low
16-02-033|12467|Nazo no Kanojo X|0|13|2|Low
16-02-033|10165|Nichijou|0|26|2|Low
16-02-033|18897|Nisekoi|0|20|2|Low
16-02-033|19815|No Game No Life|0|12|2|Low
16-02-033|10161|No.6|0|11|2|Low
16-02-033|1698|Nodame Cantabile|0|23|2|Low
16-02-033|5690|Nodame Cantabile Finale|0|11|2|Low
16-02-033|17549|Non Non Biyori|0|12|2|Low
16-02-033|23623|Non Non Biyori Repeat|0|12|2|Low
16-02-033|20507|Noragami|0|12|2|Low
16-02-033|30503|Noragami Aragoto|0|13|2|Low
16-02-033|5040|One Outs|0|25|2|Low
16-02-033|4155|One Piece Film: Strong World|0|1|2|Low
16-02-033|12355|Ookami Kodomo no Ame to Yuki|0|1|2|Low
16-02-033|8769|Ore no Imouto ga Konnani Kawaii Wake ga Nai|0|12|2|Low
16-02-033|13659|Ore no Imouto ga Konnani Kawaii Wake ga Nai.|0|13|2|Low
16-02-033|853|Ouran Koukou Host Club|0|26|2|Low
16-02-033|5530|Pandora Hearts|0|25|2|Low
16-02-033|22135|Ping Pong the Animation|0|11|2|Low
16-02-033|20159|Pokemon: The Origin|0|4|2|Low
16-02-033|721|Princess Tutu|0|38|2|Low
16-02-033|28497|Rokka no Yuusha|0|12|2|Low
16-02-033|20709|Sabage-bu!|0|12|2|Low
16-02-033|23277|Saenai Heroine no Sodatekata|0|12|2|Low
16-02-033|15771|Saint☆Oniisan (Movie)|0|1|2|Low
16-02-033|12531|Sakamichi no Apollon|0|12|2|Low
16-02-033|205|Samurai Champloo|0|26|2|Low
16-02-033|24|School Rumble|0|26|2|Low
16-02-033|846|School Rumble Ni Gakki|0|26|2|Low
16-02-033|22273|Selector Infected WIXOSS|0|12|2|Low
16-02-033|199|Sen to Chihiro no Kamikakushi|0|1|2|Low
16-02-033|339|Serial Experiments Lain|0|13|2|Low
16-02-033|18119|Servant x Service|0|13|2|Low
16-02-033|2104|Seto no Hanayome|0|26|2|Low
16-02-033|23273|Shigatsu wa Kimi no Uso|0|22|2|Low
16-02-033|29786|Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai|0|12|2|Low
16-02-033|13125|Shinsekai yori|0|25|2|Low
16-02-033|28171|Shokugeki no Souma|0|24|2|Low
16-02-033|27441|Show By Rock!!|0|12|2|Low
16-02-033|2923|Shugo Chara!|0|51|2|Low
16-02-033|9863|SKET Dance|0|77|2|Low
16-02-033|4722|Skip Beat!|0|25|2|Low
16-02-033|3588|Soul Eater|0|51|2|Low
16-02-033|3470|Special A|0|24|2|Low
16-02-033|9253|Steins;Gate|0|24|2|Low
16-02-033|11577|Steins;Gate Movie: Fuka Ryouiki no Déjà vu|0|1|2|Low
16-02-033|17821|Stella Jogakuin Koutou-ka C³-bu|0|13|2|Low
16-02-033|4382|Suzumiya Haruhi no Yuuutsu (2009)|0|14|2|Low
16-02-033|21647|Tamako Love Story|0|1|2|Low
16-02-033|16417|Tamako Market|0|12|2|Low
16-02-033|2236|Toki wo Kakeru Shoujo|0|1|2|Low
16-02-033|22319|Tokyo Ghoul|0|12|2|Low
16-02-033|27899|Tokyo Ghoul √A|0|12|2|Low
16-02-033|14227|Tonari no Kaibutsu-kun|0|13|2|Low
16-02-033|523|Tonari no Totoro|0|1|2|Low
16-02-033|4224|Toradora!|0|25|2|Low
16-02-033|3613|Toshokan Sensou|0|12|2|Low
16-02-033|11001|Toshokan Sensou: Kakumei no Tsubasa|0|1|2|Low
16-02-033|3457|Vampire Knight|0|13|2|Low
16-02-033|16742|Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!|0|12|2|Low
16-02-033|6956|Working!!|0|13|2|Low
16-02-033|10521|Working'!!|0|13|2|Low
16-02-033|861|xxxHOLiC|0|24|2|Low
16-02-033|793|xxxHOLiC Movie: Manatsu no Yoru no Yume|0|1|2|Low
16-02-033|4918|xxxHOLiC Shunmuki|0|2|2|Low
16-02-033|14813|Yahari Ore no Seishun Love Comedy wa Machigatteiru.|0|13|2|Low
16-02-033|23847|Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku|0|13|2|Low
16-02-033|28|Yakitate!! Japan|0|69|2|Low
16-02-033|18179|Yowamushi Pedal|0|38|2|Low
16-02-033|1195|Zero no Tsukaima|0|13|2|Low
16-02-033|5300|Zoku Natsume Yuujinchou|0|13|2|Low
16-02-033|387|Haibane Renmei|0|0|3|Low
16-02-033|6594|Katanagatari|0|11|3|Low
16-02-033|2001|Tengen Toppa Gurren Lagann|0|22|3|Low
16-02-033|22|Tennis no Ouji-sama|0|0|3|Low
16-02-033|269|Bleach|0|0|4|Low
16-02-033|516|Keroro Gunsou|0|150|4|Low
16-02-033|18679|Kill la Kill|0|15|4|Low
16-02-033|1707|Kinnikuman II Sei|0|25|4|Low
16-02-033|6774|Kuuchuu Buranko|0|0|4|Low
16-02-033|23233|Shinmai Maou no Testament|0|0|4|Low
16-02-033|11757|Sword Art Online|0|0|4|Low
16-02-033|30276|One Punch Man|0|0|6|Low
