Angel-Kanade|6547|Angel Beats!|0|1|1|None
Angel-Kanade|9062|Angel Beats! Specials|0|0|1|None
Angel-Kanade|10067|Angel Beats!: Another Epilogue|0|0|1|None
Angel-Kanade|12729|High School DxD OVA|10|2|1|None
Angel-Kanade|1374|Kyoushoku Soukou Guyver (2005)|0|0|1|None
Angel-Kanade|16498|Shingeki no Kyojin|0|10|1|None
Angel-Kanade|13851|To LOVE-Ru Darkness OVA|10|2|1|None
Angel-Kanade|6682|11eyes|10|12|2|None
Angel-Kanade|7739|11eyes: Momoiro Genmutan|10|1|2|None
Angel-Kanade|6987|Aki-Sora|9|1|2|None
Angel-Kanade|8577|Aki-Sora: Yume no Naka|9|2|2|None
Angel-Kanade|7817|B-gata H-kei|10|12|2|None
Angel-Kanade|13535|Binbougami ga!|10|13|2|None
Angel-Kanade|16508|Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials|6|5|2|None
Angel-Kanade|11617|High School DxD|10|12|2|None
Angel-Kanade|15451|High School DxD New|10|12|2|None
Angel-Kanade|13357|High School DxD Specials|10|6|2|None
Angel-Kanade|9936|Maken-Ki!|10|12|2|None
Angel-Kanade|10308|Sengoku Otome: Momoiro Paradox|9|13|2|None
Angel-Kanade|13663|To LOVE-Ru Darkness|10|12|2|None
