90-56-85|34636|Ballroom e Youkoso|8|12|1|Low
90-56-85|34572|Black Clover|7|6|1|Low
90-56-85|34618|Blend S|9|5|1|Low
90-56-85|33486|Boku no Hero Academia 2nd Season|8|3|1|Low
90-56-85|34566|Boruto: Naruto Next Generations|8|37|1|Low
90-56-85|34382|Citrus|10|12|1|Low
90-56-85|32935|Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou|8|6|1|Low
90-56-85|35241|Konohana Kitan|10|3|1|Low
90-56-85|30654|Ansatsu Kyoushitsu 2nd Season|8|25|2|Low
90-56-85|31043|Boku dake ga Inai Machi|10|12|2|Low
90-56-85|1535|Death Note|10|37|2|Low
90-56-85|9367|Freezing|8|12|2|Low
90-56-85|20583|Haikyuu!!|8|25|2|Low
90-56-85|28891|Haikyuu!! Second Season|9|25|2|Low
90-56-85|431|Howl no Ugoku Shiro|9|1|2|Low
90-56-85|34933|Kakegurui|10|12|2|Low
90-56-85|32281|Kimi no Na wa.|9|1|2|Low
90-56-85|10620|Mirai Nikki|9|26|2|Low
90-56-85|164|Mononoke Hime|9|1|2|Low
90-56-85|23755|Nanatsu no Taizai|8|24|2|Low
90-56-85|20|Naruto|7|220|2|Low
90-56-85|19815|No Game No Life|9|12|2|Low
90-56-85|30276|One Punch Man|9|12|2|Low
90-56-85|31240|Re:Zero kara Hajimeru Isekai Seikatsu|0|25|2|Low
90-56-85|199|Sen to Chihiro no Kamikakushi|10|1|2|Low
90-56-85|23273|Shigatsu wa Kimi no Uso|9|22|2|Low
90-56-85|11757|Sword Art Online|8|25|2|Low
90-56-85|22319|Tokyo Ghoul|10|12|2|Low
90-56-85|27899|Tokyo Ghoul √A|10|12|2|Low
90-56-85|263|Hajime no Ippo|5|12|3|Low
90-56-85|11061|Hunter x Hunter (2011)|8|148|3|Low
90-56-85|33573|BanG Dream!|0|0|6|Low
90-56-85|37086|Kakegurui××|0|0|6|Low
90-56-85|34591|Natsume Yuujinchou Roku|0|0|6|Low
90-56-85|33674|No Game No Life: Zero|0|0|6|Low
90-56-85|17909|Uchouten Kazoku|0|0|6|Low
