Alamo90|1210|NHK ni Youkoso!|0|5|1|None
Alamo90|21|One Piece|9|436|1|None
Alamo90|2605|Sayonara Zetsubou Sensei|10|10|1|None
Alamo90|47|Akira|9|0|2|None
Alamo90|2251|Baccano!|10|0|2|None
Alamo90|2167|Clannad|8|0|2|None
Alamo90|1818|Claymore|4|0|2|None
Alamo90|1575|Code Geass: Hangyaku no Lelouch|5|0|2|None
Alamo90|1|Cowboy Bebop|10|0|2|None
Alamo90|1482|D.Gray-man|6|0|2|None
Alamo90|1535|Death Note|7|0|2|None
Alamo90|3230|Druaga no Tou: The Aegis of Uruk|8|12|2|None
Alamo90|356|Fate/stay night|8|0|2|None
Alamo90|72|Full Metal Panic? Fumoffu|9|0|2|None
Alamo90|121|Fullmetal Alchemist|8|0|2|None
Alamo90|1571|Ghost Hunt|9|0|2|None
Alamo90|43|Ghost in the Shell|7|1|2|None
Alamo90|467|Ghost in the Shell: Stand Alone Complex|9|26|2|None
Alamo90|801|Ghost in the Shell: Stand Alone Complex 2nd GIG|8|26|2|None
Alamo90|268|Golden Boy|8|0|2|None
Alamo90|245|Great Teacher Onizuka|10|0|2|None
Alamo90|3002|Gyakkyou Burai Kaiji: Ultimate Survivor|7|26|2|None
Alamo90|263|Hajime no Ippo|10|0|2|None
Alamo90|264|Hajime no Ippo: Champion Road|10|0|2|None
Alamo90|265|Hajime no Ippo: Mashiba vs. Kimura|10|0|2|None
Alamo90|5258|Hajime no Ippo: New Challenger|9|26|2|None
Alamo90|5630|Higashi no Eden|9|0|2|None
Alamo90|934|Higurashi no Naku Koro ni|9|0|2|None
Alamo90|1889|Higurashi no Naku Koro ni Kai|7|0|2|None
Alamo90|136|Hunter x Hunter|7|0|2|None
Alamo90|138|Hunter x Hunter: Greed Island|7|0|2|None
Alamo90|139|Hunter x Hunter: Greed Island Final|7|0|2|None
Alamo90|137|Hunter x Hunter: Yorkshin City Kanketsu-hen|7|0|2|None
Alamo90|153|Juuni Kokuki|9|0|2|None
Alamo90|6205|Kämpfer|7|12|2|None
Alamo90|189|Love Hina|8|0|2|None
Alamo90|190|Love Hina Again|7|0|2|None
Alamo90|191|Love Hina Christmas Special: Silent Eve|6|0|2|None
Alamo90|1430|Lupin III: Cagliostro no Shiro|8|0|2|None
Alamo90|98|Mai-HiME|7|0|2|None
Alamo90|2246|Mononoke|10|12|2|None
Alamo90|164|Mononoke Hime|10|0|2|None
Alamo90|19|Monster|8|0|2|None
Alamo90|30|Neon Genesis Evangelion|8|0|2|None
Alamo90|32|Neon Genesis Evangelion: The End of Evangelion|9|0|2|None
Alamo90|329|Planetes|8|0|2|None
Alamo90|208|R.O.D OVA|9|0|2|None
Alamo90|209|R.O.D the TV|6|0|2|None
Alamo90|168|s.CRY.ed|9|26|2|None
Alamo90|400|Seihou Bukyou Outlaw Star|8|0|2|None
Alamo90|1827|Seirei no Moribito|7|0|2|None
Alamo90|534|Slayers|7|0|2|None
Alamo90|536|Slayers: The Motion Picture|7|0|2|None
Alamo90|3588|Soul Eater|9|0|2|None
Alamo90|849|Suzumiya Haruhi no Yuuutsu|8|0|2|None
Alamo90|2001|Tengen Toppa Gurren Lagann|10|27|2|None
Alamo90|567|The Big O|9|0|2|None
Alamo90|658|Touhai Densetsu Akagi: Yami ni Maiorita Tensai|0|0|2|None
Alamo90|856|Utawarerumono|8|0|2|None
Alamo90|392|Yuu☆Yuu☆Hakusho|8|0|2|None
Alamo90|15|Eyeshield 21|7|80|3|None
Alamo90|6774|Kuuchuu Buranko|0|9|3|None
Alamo90|1887|Lucky☆Star|7|10|3|None
Alamo90|457|Mushishi|9|10|3|None
Alamo90|6512|Nyan Koi!|0|10|3|None
Alamo90|5005|Tentai Senshi Sunred|0|5|3|None
Alamo90|1690|Bokurano|6|10|4|None
Alamo90|4726|Druaga no Tou: The Sword of Uruk|0|4|4|None
Alamo90|132|GetBackers|6|26|4|None
Alamo90|250|Konjiki no Gash Bell!!|7|36|4|None
Alamo90|4896|Umineko no Naku Koro ni|8|24|4|None
Alamo90|861|xxxHOLiC|0|2|4|None
Alamo90|5081|Bakemonogatari|0|0|6|None
Alamo90|240|Genshiken|0|0|6|None
Alamo90|205|Samurai Champloo|0|0|6|None
Alamo90|6377|Zan Sayonara Zetsubou Sensei|0|0|6|None
Alamo90|3228|Zoku Sayonara Zetsubou Sensei|0|0|6|None
