Darkreaper70
Trineas
Faust721
WhiteEspeon
Shouichirou
kage-bunshin
mystik
direbliss
-Kazu
PimpToad
PunPunBaka
gabuleon
kage-bunshin
Cloudy
MagicWookie
Friendlysoul
yakisobapan
Antanaru
i0n
TechDragon
Hronic
stAtic91
donutsu
jeanfarias
tb12
TAK3Z0
blessofcurse
