tsubasalover
noteDhero
chinaboat
Naruleach
Meddigo
yakyuu-addict
Laevantein
Siva
canephalanx
Marow
Vizard
orouboros
noteDhero
Marow
llamaben
Naruleach
saxophone15
merle_noir
funkotaku
Stark700
xchee
minouneetzoe
WolfWood37
RediceRyan
Tyestor
TripleSRank
Ulquiorra
