angel999
B25Mitch
blue_hitomi
rlayer
Guitarplayer18
xchee
Farabeuf
ADreamofBlue
keragamming
zetsu_shoren
jakov
Ulquiorra
midnightblade
midnightblade
Always-Hungry
0x5809
jamesc55155
